CASNumber	CASStandard	ChemicalNumber	Category	SortCAS	SortName	FullChemicalName	Chemical	Added	ToxicitySource	RfCInhale	RfCUF	RfCMF	RfCConf	RfCSource	RfCListingDate	RFDOral	RfDUF	RfDMF	RfDConf	RfDListingDate	RfDSource	UnitRiskInhale	QSTAROral	WOE	UnitRiskListingDate	UnitRiskSource	QStarListingDate	QStarSource	WOEListingDate	WOESource	ITW	OTW	ToxicityClassOral	ToxicityClassInhale	ToxicityCategory	AirDecay	Koc	H2ODecay	LOGKow	Kd	WaterSolubility	POTWPartitionRemoval	POTWPartitionSludge	POTWPartitionVolat	POTWPartitionBiod	IncineratorDRE	BCF	Henrys	MCL	MolecularWeight	T33_50Flag	HAPFlag	CAAFlag	PriorityPollutantFlag	SDWAFlag	CERCLAFlag	OSHACarcinogens	ExpansionFlag	CoreChemicalFlag	MiniCoreChemicalFlag	Core98ChemicalFlag	HPVFlag	HPVChallenge	PBTFlag	Metal	UserTag1	UserTag2	UserTag3	UserTag4	UserTag5	HasTox	MaxTW
"128041"	"128-04-1"	512	"<Not Assigned>"	128041	"Sodium dimethyldithiocarbamate"	"Sodium dimethyldithiocarbamate"	"Sodium dimethyldithiocarbamate"	1995																												0.185	2		-2.41		1000000	76.61	0.8	6.59	92.61	99.0	3.2	0.000388		143.21	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						0	
"62748"	"62-74-8"	513	"<Not Assigned>"	62748	"Sodium fluoroacetate"	"Sodium fluoroacetate"	"Sodium fluoroacetate"	1995	"OPP 2/1997"							2.0E-5	3000			"10/27/1994"	"OPP"										25000	25000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	7.34E-5	1.2		-3.78		1110000	75.08	0.83	0.027	99.15	99.0	3.2	0.00000109		100.03	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	25000
"7632000"	"7632-00-0"	514	"<Not Assigned>"	7632000	"Sodium nitrite"	"Sodium nitrite"	"Sodium nitrite"	1995	"IRIS 4/1997"							0.1	1	10	"H"	"8/1/1992"	"IRIS"										5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	3.51E-4	24		-2.37		1000000	1.85	94.59	0.0	4.86		3.2			69.0	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	5
"132274"	"132-27-4"	515	"<Not Assigned>"	132274	"Sodium o-phenylphenoxide"	"Sodium o-phenylphenoxide"	"Sodium o-phenylphenoxide"	1995	"HEAST 7/1997"														0.00194	"C"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	0.39	0.39	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0506	2		0.59		1000000	95.02	2.74	1.86	95.39	99.0	48	0.000428		192.19	0	0	0	0	0	0	1	1	0	1	1	0	"5"	0	"NM"						1	0.39
"131522"	"131-52-2"	516	"<Not Assigned>"	131522	"Sodium pentachlorophenate"	"Sodium pentachlorophenate"	"Sodium pentachlorophenate"	1995																												0.00715	4		2.05		330000	96.2	56.27	0.0	43.73	99.0	21	0.000000000000000031		288.32	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"2702729"	"2702-72-9"	517	"<Not Assigned>"	2702729	"Sodium salt, 2,4-D"	"2,4-D sodium salt"	"2,4-D sodium salt"	1995																												0.00972	4		-1.19		335000	93.8	1.71	0.0	98.29	99.0	3.2	0.000000000196		243.02	0	0	0	0	0	0	1	1	0	1	1	1	"0"	0	"NM"						0	
"N746"	"N746"	518	"<Not Assigned>"	746	"Strychnine and salts"	"Strychnine and salts"	"Strychnine and salts"	1995	"IRIS 4/1997"							3.0E-4	10000	1	"L"	"3/1/1988"	"IRIS"										1700	1700	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.6			1.93		160	2.19	95.43	0.0	4.11	99.0		0.0000000000000756		334.42	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	1700
"100425"	"100-42-5"	519	"<Not Assigned>"	100425	"Styrene"	"Styrene"	"Styrene"	1987	"IRIS 4/1997"	1.0	30	1	"M"	"IRIS"	"7/1/1993"	0.2	1000	1	"M"	"9/1/1990"	"IRIS"										1.8	2.5	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.157	920		2.95		310	94.89	2.12	8.27	89.61	99.0	13	0.00275	0.1	104.15	0	1	0	0	1	1	1	0	1	1	1	1	"2"	0	"CNM"						1	2.5
"96093"	"96-09-3"	520	"<Not Assigned>"	96093	"Styrene oxide"	"Styrene oxide"	"Styrene oxide"	1987																												0.0137	53	0.00322	1.61		3000	75.49	0.95	0.38	98.66	99.0	9.9	0.0000158		120.15	0	1	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						0	
"7664939"	"7664-93-9"	521	"<Not Assigned>"	7664939	"Sulfuric acid"	"Sulfuric acid"	"Sulfuric acid"	1987	"final derived, CalEPA 11/2003"	0.0010				"CalEPA"	"12/2001"	50.0	1		"L"	"7/28/1998"	"final derived"			"B1"					"7/28/1998"	"final derived"	1800	0.01	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	7.5E-4	6.1		-2.2		1000000	100.0	0.0	0.0	100.0		3.2	0.00000000000765		98.08	0	0	0	0	0	1	0	0	0	1	1	0		0	"NM"						1	1800
"2699798"	"2699-79-8"	522	"<Not Assigned>"	2699798	"Sulfuryl fluoride (Vikane"	"Sulfuryl fluoride (Vikane)"	"Sulfuryl fluoride (Vikane)"	1995	"OPP 11/2003"							0.028	300			"5/2001"	"OPP"										18	18	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		110		0.41		750	1.86	94.62	0.0	4.84	99.0	15	0.000974		102.06	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	18
"35400432"	"35400-43-2"	523	"<Not Assigned>"	35400432	"Sulprofos"	"O-Ethyl O-[4-(methylthio)phenyl] phosphorodithioic acid S-propyl ester"	"Sulprofos"	1995	"OPP 2/1997, OPP 8/2000"							0.0030	100			"1/25/1996"	"OPP"			"E"					"3/26/1996"	"OPP"	170	170	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.29	8300		5.48		0.31	99.84	36.37	0.0	63.62	99.0	8600	0.00000164		322.45	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	170
"34014181"	"34014-18-1"	524	"<Not Assigned>"	34014181	"Tebuthiuron (N-[5-(1,1-Dimethylethyl)-1,3,4-thiadiazol-2-yl]"	"N-[5-(1,1-Dimethylethyl)-1,3,4-thiadiazol-2-yl])- N,N'-dimethylurea"	"Tebuthiuron"	1995	"OPP 11/2003"							0.14	100			"4/2002"	"OPP"			"D"					"3/1/1991"	"OPP"	3.6	3.6	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00895	617		1.79		2500	22.53	7.37	0.0	92.63	99.0	14	0.00000000012		228.32	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	3.6
"3383968"	"3383-96-8"	525	"<Not Assigned>"	3383968	"Temephos"	"Temephos"	"Temephos"	1995	"OPP 2/1997, OPP 11/2003"							5.0E-4	1000			"7/25/1989"	"OPP"										1000	1000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.366	9000		5.96		0.27	99.9	37.61	0.0	62.39	99.0	20000	0.00000000196		466.47	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	1000
"5902512"	"5902-51-2"	526	"<Not Assigned>"	5902512	"Terbacil (5-Chloro-3-(1,1-dimethylethyl)-6-methyl- 2,4 (1H,3"	"5-Chloro-3-(1,1-dimethylethyl)-6-methyl- 2,4 (1H,3H)-pyrimidinedione"	"Terbacil"	1995	"OPP 2/1997, OPP 11/2003"							0.013	100			"9/8/1994"	"OPP"			"E"					"9/30/1994"	"OPP"	38	38	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0202	48		1.89		710	46.3	2.85	0.0	97.15	99.0	16	0.00000000012		216.67	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	38
"354143"	"354-14-3"	527	"<Not Assigned>"	354143	"Tetrachloro-1-fluoroethane, 1,1,2,2- (HCFC-121)"	"1,1,2,2-Tetrachloro-1-fluoroethane(HCFC-121)"	"1,1,2,2-Tetrachloro-1-fluoroethane (HCFC-121)"	1995																												3.32E-5	790	0.00429	2.8		209	61.83	4.33	74.58	21.11	99.0	79	0.003		185.84	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"354110"	"354-11-0"	528	"<Not Assigned>"	354110	"Tetrachloro-2-fluoroethane, 1,1,1,2- (HCFC-121a)"	"1,1,1,2-Tetrachloro-2-fluoroethane(HCFC-121a)"	"1,1,1,2-Tetrachloro-2-fluoroethane (HCFC-121a)"	1995																												1.29E-5	790	0.0279	2.8		209	61.83	4.33	74.58	21.11	99.0	79	0.003		185.84	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"79345"	"79-34-5"	529	"<Not Assigned>"	79345	"Tetrachloroethane, 1,1,2,2-"	"1,1,2,2-Tetrachloroethane"	"1,1,2,2-Tetrachloroethane"	1987	"IRIS 4/1997, ATSDR 4/2001"							0.04	1000			"8/1996"	"ATSDR"	0.058	0.2	"C"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	41	40	"Carcinogen"	"Carcinogen"	"Carcinogen"	6.75E-4	79	5.29E-4	2.39		2960	33.23	6.38	34.85	58.8	99.0	8	0.00036700000000000003		167.85	0	1	0	1	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	41
"630206"	"630-20-6"	530	"<Not Assigned>"	630206	"Tetrachloroethane, 1,1,1,2-"	"1,1,1,2-Tetrachloroethane"	"1,1,1,2-Tetrachloroethane"	1994	"IRIS 4/1997"							0.03	3000	1	"L"	"12/1/1996"	"IRIS"	0.0074	0.026	"C"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	5.3	17	"Non-carcinogen"	"Carcinogen"	"Mixed"	4.86E-5	93	1.07E-7	2.93		1100	58.8	5.77	68.76	25.48	99.0	99	0.00242		167.85	0	0	0	0	0	1	0	0	0	1	1	1	"0"	0	"NM"						1	17
"127184"	"127-18-4"	531	"<Not Assigned>"	127184	"Tetrachloroethylene (Perchloroethylene)"	"Tetrachloroethylene (Perchloroethylene)"	"Tetrachloroethylene (Perchloroethylene)"	1987	"IRIS 4/1997, CalEPA 5/2001, ATSDR 4/2001, IARC 9/2"	0.27	100			"ATSDR"	"9/1997"	0.01	1000	1	"M"	"3/1/1988"	"IRIS"	0.0059		"B"	"10/1991"	"CalEPA"			"1995"	"IARC"	42	50	"Non-carcinogen"	"Carcinogen"	"Mixed"	4.51E-4	230		3.4		200	88.85	6.99	85.41	7.6	99.0	23	0.0177	0.0050	165.83	1	1	0	1	1	1	1	0	1	1	1	1	"2"	0	"CNM"						1	50
"961115"	"961-11-5"	532	"<Not Assigned>"	961115	"Tetrachlorvinphos"	"Tetrachlorvinphos"	"Tetrachlorvinphos"	1987	"OPP 8/2000, OPP 11/2003"							0.043	100			"3/2002"	"OPP"		0.00183	"C"			"3/6/1995"	"OPP"	"3/6/1995"	"OPP"	12	12	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.065	1200		3.53		11	88.9	8.29	0.0	91.71	99.0	280	0.00000000184		365.97	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						1	12
"64755"	"64-75-5"	533	"<Not Assigned>"	64755	"Tetracycline hydrochloride"	"Tetracycline hydrochloride"	"Tetracycline hydrochloride"	1995																												0.525	4.7		-3.7		249000	45.42	2.38	0.0	97.62	99.0	3.2	0.00000000000000000000000000000012600000000000002		444.43	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"7696120"	"7696-12-0"	534	"<Not Assigned>"	7696120	"Tetramethrin (2,2-Dimethyl-3-(2-methyl-1-propenyl) cycloprop"	"2,2-Dimethyl-3-(2-methyl-1-propenyl) cyclopropanecarboxylic acid"	"Tetramethrin"	1995																												0.405	3100	3.18E-5	4.73		1.83	99.49	21.85	0.0	78.15	99.0	2300	0.00000000834		331.42	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"7440280"	"7440-28-0"	535	"<Not Assigned>"	7440280	"Thallium"	"Thallium"	"Thallium"	1987	"HEAST 3/1993"							7.0E-5				"3/1993"	"HEAST"										7100	7100	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		14		0.23		26480	53.55	100.0	0.0	0.0		116		0.0020	205.38	0	0	0	1	1	1	0	0	1	1	1	0		0	"CM"						1	7100
"N760"	"N760"	536	"<Not Assigned>"	760	"Thallium compounds"	"Thallium compounds"	"Thallium compounds"	1987	"HEAST 3/1993"							7.0E-5				"3/1993"	"HEAST"										7100	7100	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		14		0.23		26480	53.55	100.0	0.0	0.0		116		0.0020	205.38	0	0	0	0	0	1	0	0	1	1	1	0		0	"CM"						1	7100
"148798"	"148-79-8"	537	"<Not Assigned>"	148798	"Thiabendazole (2-(4-Thiazolyl)-1H-benzimidazole)"	"2-(4-Thiazolyl)-1H-benzimidazole"	"Thiabendazole"	1995	"OPP 11/2003"							0.1	100			"7/1999"	"OPP"		0.0115	"B"			"3/4/2002"	"OPP"	"3/4/2002"	"OPP"	23	23	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.176	1738		2.47		50	48.63	4.05	0.0	95.95	99.0	44	0.0000000000212		201.25	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	23
"62555"	"62-55-5"	538	"<Not Assigned>"	62555	"Thioacetamide"	"Thioacetamide"	"Thioacetamide"	1987	"CalEPA 7/2001, interim derived"													1.7		"B2"	"4/1999"	"CalEPA"				"interim derived"	12000	12000	"Carcinogen*"	"Carcinogen"	"Carcinogen"	0.0572	5.9	8.6E-5	-0.26		163000	45.56	2.37	0.48	97.15	99.0	3.2	0.00000644		75.13	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	12000
"28249776"	"28249-77-6"	539	"<Not Assigned>"	28249776	"Thiobencarb (Carbamic acid, diethylthio-,(S-(p-chlorobenzyl)"	"Carbamic acid, diethylthio-,(S-(p-chlorobenzyl)ester"	"Thiobencarb"	1995	"OPP 2/1997, OPP 11/2003"							0.01	100			"2/8/1996"	"OPP"			"D"					"6/10/1996"	"OPP"	50	50	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0685	1840		3.4		28	64.92	11.6	0.015	88.4	99.0	230	0.000000267		257.78	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	50
"139651"	"139-65-1"	540	"<Not Assigned>"	139651	"Thiodianiline, 4,4'-"	"4,4'-Thiodianiline"	"4,4'-Thiodianiline"	1987																												0.357	190		2.18		310	47.11	3.27	0.0	96.73	99.0	27	0.00000000000392		216.31	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"59669260"	"59669-26-0"	541	"<Not Assigned>"	59669260	"Thiodicarb"	"Thiodicarb"	"Thiodicarb"	1995	"OPP 8/2000, OPP 11/2003"							0.03	100			"4/1998"	"OPP"		0.0188	"B2"			"6/10/1996"	"OPP"	"6/10/1996"	"OPP"	38	38	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0359	620	2.54E-12	1.7		35	75.47	0.98	0.0	99.02	99.0	12	0.000000933		354.47	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	38
"23564069"	"23564-06-9"	542	"<Not Assigned>"	23564069	"Thiophanate ethyl ([1,2-Phenylenebis(iminocarbonothioyl)]bis"	"[1,2-Phenylenebis(iminocarbonothioyl)]bis carbamic acid diethyl ester"	"Thiophanate ethyl"	1995																												0.228	322	3.55E-9	2.08		5.47	87.35	7.12	0.0	92.89	99.0	22	0.000000000000518		370.45	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"23564058"	"23564-05-8"	543	"<Not Assigned>"	23564058	"Thiophanate-methyl"	"Thiophanate-methyl"	"Thiophanate-methyl"	1995	"OPP 11/2003"							0.08	100			"3/2002"	"OPP"		0.0116	"B"			"12/8/2001"	"OPP"	"12/8/2001"	"OPP"	23	23	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.207	154	3.55E-9	1.4		438.90000000000003	75.27	0.9	0.0	99.1	99.0	6.8	0.000000000000294		342.4	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	23
"79196"	"79-19-6"	544	"<Not Assigned>"	79196	"Thiosemicarbazide"	"Thiosemicarbazide"	"Thiosemicarbazide"	1995																												0.227	28		-1.67		10020	45.42	2.38	0.0	97.62	99.0	3.4	0.00000000066		91.14	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						0	
"62566"	"62-56-6"	545	"<Not Assigned>"	62566	"Thiourea"	"Thiourea"	"Thiourea"	1987	"final derived"														1.0	"B2"				"final derived"		"final derived"	2000	2000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.113	6.4	5.3E-7	-1.08		142000	75.06	0.83	0.0	99.17	99.0	3.2	0.00000000198		76.12	0	0	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	2000
"137268"	"137-26-8"	546	"<Not Assigned>"	137268	"Thiram"	"Thiram"	"Thiram"	1994	"OPP 11/2003"							0.0084	100			"1/2000"	"OPP"										60	60	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.98	670	0.0060	1.73		30	75.47	0.98	0.013	99.01	99.0	100	0.000000182		240.43	0	0	0	0	0	1	0	0	0	1	1	1	"0"	0	"NM"						1	60
"1314201"	"1314-20-1"	547	"<Not Assigned>"	1314201	"Thorium dioxide"	"Thorium dioxide"	"Thorium dioxide"	1987	"final derived"	0.0010	10000		"L"	"final derived"										"A"				"final derived"		"final derived"	1800	1000000	"Carcinogen"	"Non-carcinogen"	"Mixed"		24		2.23		0	2.52	96.03	0.0	3.97		10			264.05	0	0	0	0	0	0	0	0	1	1	1	0		0	"CM"						1	1000000
"7550450"	"7550-45-0"	548	"<Not Assigned>"	7550450	"Titanium tetrachloride"	"Titanium tetrachloride"	"Titanium tetrachloride"	1987	"ATSDR 4/2001"	1.0E-4	90			"ATSDR"	"9/1997"																18000	18000	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	276.0	49	276.0	1.47		2740	1.96	95.41	0.0	4.59		2.7			189.73	0	1	1	0	0	1	0	0	1	1	1	0		0	"CM"						1	18000
"108883"	"108-88-3"	549	"<Not Assigned>"	108883	"Toluene"	"Toluene"	"Toluene"	1987	"IRIS 4/1997"	0.4	300	1	"M"	"IRIS"	"8/1/1992"	0.2	1000	1	"M"	"4/1/1994"	"IRIS"			"D"					"2/1/1994"	"IRIS"	4.5	2.5	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0161	110		2.73		526	94.96	1.43	18.26	80.32	99.0	7.4	0.00664	1.0	92.14	1	1	0	1	1	1	0	0	1	1	1	1	"2"	0	"CNM"						1	4.5
"584849"	"584-84-9"	550	"<Not Assigned>"	584849	"Toluene-2,4-diisocyanate"	"Toluene-2,4-diisocyanate"	"Toluene-2,4-diisocyanate"	1987	"IRIS 4/1997, CalEPA 5/2001, interim derived"	7.0E-5	30	1	"M"	"IRIS"	"9/1/1995"	0.23	100		"M"		"interim derived"	0.011	0.039	"B"	"4/1999"	"CalEPA"		"interim derived"		"interim derived"	26000	78	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.0191		4.2	3.74		37.57	99.48	2.03	0.01	97.96	99.0		0.0000111		174.16	0	1	1	0	0	1	1	0	1	1	1	1	"2,4"	0	"CNM"						1	26000
"91087"	"91-08-7"	551	"<Not Assigned>"	91087	"Toluene-2,6-diisocyanate"	"Toluene-2,6-diisocyanate"	"Toluene-2,6-diisocyanate"	1987	"IRIS 4/1997, CalEPA 5/2001, interim derived"	7.0E-5	30	1	"M"	"IRIS"	"9/1/1995"	0.23	100		"M"		"interim derived"	0.011	0.039	"B"	"4/1999"	"CalEPA"		"interim derived"		"interim derived"	26000	78	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.019		4.2	3.74		37.57	99.48	2.03	0.01	97.96	99.0		0.0000111		174.16	0	0	1	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	26000
"26471625"	"26471-62-5"	552	"<Not Assigned>"	26471625	"Toluene diisocyanate (mixed isomers)"	"Toluene diisocyanate (mixed isomers)"	"Toluenediisocyanate"	1990	"IRIS 4/1997, CalEPA 5/2001, interim derived"	7.0E-5	30	1	"M"	"IRIS"	"9/1/1995"	0.23	100		"M"		"interim derived"	0.011	0.039	"B"	"4/1999"	"CalEPA"		"interim derived"		"interim derived"	26000	78	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.0191		4.2	3.74		37.57	99.48	2.03	0.01	97.96	99.0		0.0000111		174.16	0	0	1	0	0	1	1	0	0	1	1	1	"2,4"	0	"NM"						1	26000
"95534"	"95-53-4"	553	"<Not Assigned>"	95534	"Toluidine, o-"	"o-Toluidine"	"o-Toluidine"	1987	"HEAST 7/1997"														0.24	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	480	480	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.357	100		1.32		16600	99.92	0.28	93.98	5.74	99.0	5.9	0.00000198		107.16	0	1	0	0	0	1	1	0	1	1	1	1	"2,4"	0	"CNM"						1	480
"636215"	"636-21-5"	554	"<Not Assigned>"	636215	"Toluidine hydrochloride, o-"	"o-Toluidine hydrochloride"	"o-Toluidine hydrochloride"	1987	"HEAST 7/1997"														0.18	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	360	360	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.357	31		1.62		8292	45.7	2.52	0.15	97.35	99.0	10	0.0000021		143.62	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	360
"8001352"	"8001-35-2"	555	"<Not Assigned>"	8001352	"Toxaphene"	"Toxaphene"	"Toxaphene"	1987	"OPP 2/1997, IRIS 4/1997"							2.5E-4	1000			"5/19/1986"	"OPP"	0.32	1.1	"B2"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	"1/1/1991"	"IRIS"	2300	2200	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.00674	210000	8.0E-6	5.9		0.55	99.01	62.32	0.0	37.68	99.0	34050	0.000006	0.0030	448.26	0	1	0	1	1	1	1	0	0	0	0	0		1	"NM"						1	2300
"43121433"	"43121-43-3"	556	"<Not Assigned>"	43121433	"Triadimefon (1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-tr"	"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone"	"Triadimefon"	1995	"OPP 11/2003"							0.04	300			"10/1997"	"OPP"			"C"					"12/4/1996"	"OPP"	13	13	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0455	417		2.77		71.5	51.51	5.46	0.0	94.54	99.0	75	0.0000000000811		293.76	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	13
"2303175"	"2303-17-5"	557	"<Not Assigned>"	2303175	"Triallate"	"Triallate"	"Triallate"	1995	"OPP 8/2000, OPP 11/2003"							0.025	100			"7/1999"	"OPP"		0.0717	"C"			"1/12/1994"	"OPP"	"1/12/1994"	"OPP"	20	20	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.09	2239		4.6		4	95.45	36.61	0.13	63.28	99.0	1800	0.0000193		304.67	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	20
"68768"	"68-76-8"	558	"<Not Assigned>"	68768	"Triaziquone"	"Triaziquone"	"Triaziquone"	1987																												0.0824	3.7		-0.13		394100	45.43	2.38	0.0	97.6	99.0	3.2	0.000000000000000925		231.26	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						0	
"101200480"	"101200-48-0"	559	"<Not Assigned>"	101200480	"Tribenuron methyl"	"Tribenuron methyl"	"Tribenuron methyl"	1995	"IRIS 4/1997, OPP 11/2003"							0.0080	100	1	"H"	"4/1/1990"	"IRIS"			"C"					"7/14/1989"	"OPP"	63	63	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0080	510	1.44E-5	-0.44		50	77.72	1.92	0.0	98.08	99.0	68	0.000000000000102		395.4	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	63
"1983104"	"1983-10-4"	560	"<Not Assigned>"	1983104	"Tributyltin fluoride"	"Tributyltin fluoride"	"Tributyltin fluoride"	1995																												0.115	15000		4.39		1.945	50.15	99.02	0.04	0.96		1200	0.8300000000000001		309.04	0	0	0	0	0	0	0	1	0	1	1	0		0	"M"						0	
"2155706"	"2155-70-6"	561	"<Not Assigned>"	2155706	"Tributyltin methacrylate"	"Tributyltin methacrylate"	"Tributyltin methacrylate"	1995																												0.164	16400		4.14		1.27	37.65	96.28	2.74	0.98		770	0.048		375.14	0	0	0	0	0	0	0	1	0	1	1	0		0	"M"						0	
"52686"	"52-68-6"	562	"<Not Assigned>"	52686	"Trichlorfon"	"Trichlorfon"	"Trichlorfon"	1987	"OPP 11/2003"							0.0020	100			"8/1999"	"OPP"			"B"					"7/15/1999"	"OPP"	250	250	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0167	79	0.01	0.51		120000	92.07	0.37	0.0	99.63	99.0	3.2	0.000000000017		257.44	0	0	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	250
"76028"	"76-02-8"	563	"<Not Assigned>"	76028	"Trichloroacetyl chloride"	"Trichloroacetyl chloride"	"Trichloroacetyl chloride"	1995																														4.2	0.88		9493	99.93	0.02	0.01	99.96	99.0		0.000029100000000000003		181.83	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"120821"	"120-82-1"	564	"<Not Assigned>"	120821	"Trichlorobenzene, 1,2,4-"	"1,2,4-Trichlorobenzene"	"1,2,4-Trichlorobenzene"	1987	"IRIS 4/1997, HEAST 7/1997"	0.2	1000			"HEAST"	"7/1997"	0.01	1000	1	"M"	"11/1/1996"	"IRIS"			"D"					"7/1/1993"	"IRIS"	9	50	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.00149	2200	2.3E-5	4.02		49	86.46	22.2	9.6	68.22	99.0	720	0.00142	0.07	181.45	0	1	0	1	1	1	0	0	1	1	1	1	"2"	0	"CNM"						1	50
"71556"	"71-55-6"	565	"<Not Assigned>"	71556	"Trichloroethane, 1,1,1-"	"1,1,1-Trichloroethane"	"1,1,1-Trichloroethane"	1987	"CalEPA 5/2001, final derived, IRIS 4/1997"	1.0				"CalEPA"	"2/2000"	0.5	1000		"L"	"8/18/1998"	"final derived"			"D"					"9/1/1990"	"IRIS"	1.8	1	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	2.52E-5	90	2.68E-12	2.49		1490	87.75	1.38	93.82	4.8	99.0	8.9	0.0172	0.2	133.41	1	1	0	1	1	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	1.8
"79005"	"79-00-5"	566	"<Not Assigned>"	79005	"Trichloroethane, 1,1,2-"	"1,1,2-Trichloroethane"	"1,1,2-Trichloroethane"	1987	"IRIS 4/1997"							0.0040	1000	1	"M"	"2/1/1995"	"IRIS"	0.016	0.057	"C"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	"2/1/1994"	"IRIS"	11	130	"Non-carcinogen"	"Carcinogen"	"Mixed"	5.29E-4	79	6.76E-6	1.89		4420	39.79	3.59	54.49	41.92	99.0	10	0.0008240000000000001	0.0050	133.41	0	1	0	1	1	1	0	0	1	1	1	1	"2"	0	"CNM"						1	130
